@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
82,7,5,5,0,1,?
24,0,1,0,0,0,?
81,7,5,5,0,1,?
36,3,1,5,0,2,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
45,5,1,11,0,5,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
82,7,5,5,0,1,?
36,3,1,5,0,2,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
25,0,1,1,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
25,0,1,1,0,0,?
25,0,0,0,0,0,?
43,1,2,5,0,2,?
24,0,1,0,0,0,?
29,1,1,3,0,1,?
24,0,1,0,0,0,?
122,5,5,7,0,0,?
126,7,6,19,0,4,?
27,0,0,0,0,0,?
85,2,5,13,0,3,?
72,3,6,0,0,0,?
313,25,13,62,2,7,?
591,43,36,149,1,26,?
27,0,0,0,0,0,?
95,6,8,12,0,1,?
155,12,9,23,0,4,?
412,32,16,84,0,16,?
67,3,5,16,0,2,?
47,0,2,2,0,1,?
88,4,1,9,0,0,?
137,8,5,19,0,3,?
51,0,3,3,0,1,?
70,2,5,10,0,2,?
48,0,2,1,0,0,?
122,13,5,40,0,6,?
194,14,16,92,0,0,?
135,15,9,70,0,0,?
130,15,12,32,0,1,?
242,36,30,83,0,0,?
85,2,5,52,0,0,?
34,0,2,2,0,0,?
33,0,0,0,0,0,?
26,0,0,0,0,0,?
35,0,2,2,0,0,?
736,157,50,506,0,0,?
112,9,6,45,0,0,?
34,0,1,0,0,0,?
461,36,32,93,0,21,?
131,14,7,34,0,4,?
158,3,14,12,0,4,?
79,4,5,0,0,0,?
37,0,1,0,0,0,?
151,8,9,24,0,4,?
42,2,1,0,0,0,?
89,4,3,15,0,3,?
53,0,3,0,0,0,?
58,0,4,0,0,0,?
43,2,2,2,0,0,?
105,4,7,1,0,0,?
164,15,13,28,0,7,?
38,0,1,0,0,0,?
37,0,1,0,0,0,?
521,45,39,94,0,19,?
51,2,2,7,0,1,?
465,39,29,132,1,36,?
20,0,0,0,0,0,?
72,5,4,12,0,0,?
34,0,1,1,0,0,?
34,0,1,0,0,0,?
26,0,1,2,0,0,?
119,5,7,13,0,6,?
51,1,3,6,0,1,?
20,0,0,0,0,0,?
389,45,36,225,0,1,?
53,2,3,2,1,2,?
198,27,16,99,0,1,?
181,26,13,94,1,0,?
64,6,2,23,0,0,?
65,0,6,15,0,0,?
108,15,6,49,0,0,?
64,6,2,23,0,0,?
199,22,23,149,0,0,?
140,11,11,76,0,0,?
219,24,23,107,0,0,?
502,73,35,510,0,4,?
207,10,27,152,0,0,?
189,15,19,81,0,0,?
99,12,3,29,0,1,?
112,8,7,41,0,1,?
309,38,32,158,3,0,?
34,1,1,3,0,0,?
53,3,2,4,0,1,?
37,0,1,0,0,0,?
47,4,1,6,0,0,?
33,0,0,0,0,0,?
34,1,1,3,0,0,?
53,3,2,4,0,1,?
37,0,1,0,0,0,?
41,1,1,3,0,0,?
33,0,0,0,0,0,?
74,2,4,8,0,0,?
46,2,1,6,0,0,?
37,0,1,0,0,0,?
47,4,1,6,0,0,?
33,0,0,0,0,0,?
54,2,4,6,0,1,?
662,69,36,225,0,52,?
247,20,20,48,0,7,?
223,20,21,40,0,7,?
23,0,0,0,0,0,?
90,0,6,0,0,0,?
219,9,11,37,0,8,?
242,21,9,46,1,17,?
20,0,0,0,0,0,?
373,45,24,116,0,24,?
417,29,39,69,0,12,?
37,2,2,0,1,0,?
256,27,17,14,7,25,?
129,17,6,17,0,4,?
307,36,25,51,1,15,?
408,35,32,99,1,31,?
109,6,9,31,0,2,?
35,0,1,0,0,0,?
92,3,7,3,0,3,?
149,11,15,24,1,10,?
105,9,7,22,1,2,?
20,0,0,0,0,0,?
181,17,17,23,0,4,?
64,0,5,0,0,0,?
35,0,3,0,0,0,?
92,4,7,6,0,2,?
51,4,2,6,0,0,?
133,7,8,24,0,2,?
73,0,5,0,0,0,?
259,10,23,26,0,12,?
22,0,0,0,0,0,?
61,4,4,8,0,1,?
26,0,0,0,0,0,?
49,1,3,9,0,0,?
152,17,16,62,0,0,?
39,0,2,1,0,0,?
235,21,15,62,1,5,?
163,10,15,35,0,1,?
150,15,14,104,0,0,?
38,1,2,3,0,0,?
67,4,4,14,0,0,?
42,2,1,4,0,0,?
64,4,4,18,0,0,?
215,19,19,73,0,4,?
101,6,5,93,0,0,?
159,23,12,77,0,1,?
403,60,29,299,0,1,?
262,13,27,142,0,0,?
137,7,13,37,0,0,?
134,13,8,90,0,0,?
150,19,10,65,0,0,?
100,10,6,48,0,0,?
95,9,7,66,0,0,?
53,3,2,10,0,0,?
200,11,19,96,0,0,?
46,1,1,11,0,0,?
49,2,2,4,0,0,?
64,1,4,14,0,0,?
88,2,4,23,0,0,?
126,9,7,41,0,5,?
69,4,5,15,0,0,?
247,24,17,55,0,2,?
51,2,3,16,0,0,?
68,2,4,20,0,0,?
94,2,6,48,0,0,?
113,6,6,26,0,0,?
180,10,13,89,0,2,?
79,9,3,22,0,0,?
44,1,2,7,0,0,?
112,5,4,41,0,0,?
140,11,8,61,0,0,?
256,32,21,126,0,1,?
35,0,1,1,0,0,?
37,0,2,1,0,0,?
86,6,5,57,0,0,?
60,4,1,23,0,0,?
209,25,16,55,0,4,?
169,13,6,113,0,7,?
86,8,4,11,1,1,?
87,8,4,12,0,2,?
20,0,0,0,0,0,?
87,11,6,20,1,1,?
21,0,0,0,0,0,?
34,0,4,0,0,0,?
60,1,5,8,0,4,?
178,10,8,46,0,8,?
20,0,0,0,0,0,?
64,2,1,10,0,0,?
65,4,2,5,0,1,?
20,0,0,0,0,0,?
263,26,17,70,0,11,?
254,47,19,68,4,10,?
72,3,6,0,0,0,?
430,28,39,51,0,24,?
72,5,6,2,0,1,?
35,0,2,0,0,0,?
155,16,9,69,1,5,?
274,25,12,124,0,14,?
165,10,8,50,0,13,?
51,3,4,0,0,0,?
20,0,0,0,0,0,?
144,7,12,29,0,7,?
182,15,13,37,1,6,?
40,0,2,0,0,0,?
73,4,6,10,0,0,?
100,4,10,11,0,1,?
20,0,0,0,0,0,?
61,1,5,3,0,0,?
32,1,1,1,0,0,?
28,1,0,0,0,0,?
85,3,4,11,0,3,?
41,0,1,0,0,0,?
69,2,3,7,0,0,?
161,17,13,44,0,6,?
94,7,5,20,0,1,?
20,0,0,0,0,0,?
125,4,8,31,0,7,?
41,0,2,4,0,0,?
115,7,6,28,1,9,?
20,0,0,0,0,0,?
117,2,6,8,0,1,?
51,0,3,0,0,0,?
339,34,24,104,1,6,?
221,17,17,36,0,8,?
75,1,5,9,0,1,?
20,0,0,0,0,0,?
112,7,5,23,0,2,?
20,0,0,0,0,0,?
60,2,3,5,0,1,?
51,1,2,2,0,1,?
41,0,2,1,0,0,?
34,1,1,0,0,0,?
82,3,7,15,0,0,?
46,1,2,2,0,0,?
233,16,18,61,0,7,?
103,6,8,28,1,6,?
144,16,6,45,0,4,?
39,0,2,0,0,0,?
66,3,4,5,0,1,?
81,3,5,18,0,3,?
20,0,0,0,0,0,?
76,2,7,1,0,0,?
81,0,7,0,0,0,?
304,18,21,71,0,14,?
104,5,7,2,0,0,?
20,0,0,0,0,0,?
49,2,3,0,0,0,?
32,1,1,0,0,0,?
44,0,2,0,0,0,?
161,8,11,22,0,5,?
20,0,0,0,0,0,?
278,23,11,51,0,14,?
20,0,0,0,0,0,?
37,0,1,0,0,0,?
102,6,5,28,0,3,?
194,6,9,36,0,12,?
131,11,8,35,0,5,?
120,8,5,10,0,4,?
318,33,27,117,0,6,?
20,0,0,0,0,0,?
126,10,8,19,0,1,?
130,14,8,26,0,4,?
270,6,18,28,0,6,?
37,0,0,0,0,0,?
82,5,3,4,0,2,?
55,0,3,0,0,0,?
55,1,2,5,0,0,?
80,5,5,16,0,0,?
70,4,4,5,0,2,?
75,5,6,11,0,3,?
48,0,3,0,0,0,?
199,12,15,24,0,6,?
20,0,0,0,0,0,?
58,1,3,8,0,2,?
30,0,0,0,0,0,?
264,18,17,78,0,7,?
112,8,7,26,0,5,?
52,0,3,5,0,0,?
56,0,3,5,0,0,?
55,0,3,4,0,0,?
59,0,3,8,0,0,?
65,0,3,6,0,0,?
68,0,3,6,0,0,?
52,0,3,4,0,0,?
105,2,5,13,0,2,?
56,0,3,6,0,0,?
59,0,3,4,0,0,?
76,1,4,10,0,1,?
20,0,0,0,0,0,?
58,0,3,5,0,0,?
54,0,3,8,0,0,?
53,0,3,3,0,0,?
330,22,16,80,1,11,?
56,4,2,5,0,1,?
92,6,3,20,0,1,?
55,3,2,13,0,1,?
73,6,3,11,0,3,?
346,46,28,84,0,13,?
99,7,6,16,0,4,?
32,0,1,0,0,0,?
70,2,6,15,0,0,?
99,4,7,4,0,3,?
38,0,1,0,0,0,?
44,1,1,3,0,0,?
115,7,8,27,0,1,?
36,0,1,0,0,0,?
20,0,0,0,0,0,?
51,2,2,1,0,1,?
95,0,5,0,0,0,?
134,8,8,28,0,8,?
251,19,19,45,0,12,?
80,1,7,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
75,5,4,13,0,2,?
46,0,0,0,0,0,?
38,0,0,0,0,0,?
22,0,0,0,0,0,?
32,0,0,0,0,0,?
88,4,5,23,0,0,?
40,0,1,3,0,0,?
57,3,1,9,0,0,?
46,1,1,3,0,0,?
64,2,2,3,0,0,?
58,2,1,3,0,0,?
160,14,7,12,0,0,?
34,0,0,0,0,0,?
58,2,1,6,0,0,?
59,2,1,6,0,0,?
44,0,1,0,0,0,?
69,1,3,19,0,0,?
135,8,10,11,0,0,?
204,8,7,144,0,0,?
90,1,6,23,0,0,?
61,2,1,11,0,0,?
55,1,1,8,0,0,?
55,0,3,2,0,0,?
47,0,3,0,0,0,?
70,2,3,11,0,0,?
40,1,2,0,0,0,?
77,3,4,13,0,2,?
60,2,1,11,0,0,?
57,1,2,10,0,0,?
54,2,1,10,0,0,?
58,0,3,3,0,0,?
64,2,2,6,0,0,?
101,3,7,5,0,0,?
51,1,1,10,0,0,?
35,1,2,0,0,0,?
76,4,2,17,0,0,?
53,1,1,3,0,0,?
47,1,1,5,0,0,?
47,0,2,0,0,0,?
50,2,1,5,0,0,?
60,2,1,11,0,0,?
34,0,1,0,0,0,?
58,1,2,16,0,0,?
30,0,0,0,0,0,?
52,0,3,4,0,0,?
87,4,4,30,0,0,?
38,0,1,1,0,0,?
49,0,2,4,0,0,?
42,0,1,0,0,0,?
92,2,6,39,0,0,?
30,0,0,0,0,0,?
28,0,0,0,0,0,?
56,1,2,13,0,0,?
46,1,1,3,0,0,?
47,3,1,10,0,0,?
50,2,1,8,0,0,?
44,0,2,1,0,0,?
58,1,3,19,0,0,?
40,1,2,0,0,0,?
40,0,1,4,0,0,?
51,1,1,3,0,0,?
30,0,0,0,0,0,?
30,0,0,0,0,0,?
56,1,2,6,0,0,?
45,0,2,3,0,0,?
52,0,2,2,0,1,?
52,1,2,12,0,0,?
82,2,4,22,0,0,?
144,17,7,47,0,0,?
46,1,1,3,0,0,?
177,7,6,108,0,0,?
53,2,1,7,0,0,?
45,1,3,4,0,0,?
49,1,1,12,0,0,?
46,1,1,3,0,0,?
49,1,4,5,0,0,?
78,4,3,25,0,0,?
65,4,2,8,0,0,?
68,2,3,22,0,0,?
46,1,1,1,0,0,?
29,0,0,0,0,0,?
68,3,1,8,0,0,?
61,2,3,7,0,0,?
84,6,4,18,0,0,?
76,2,3,11,0,0,?
51,2,1,5,0,0,?
55,1,1,5,0,0,?
71,2,2,8,0,0,?
51,2,5,0,0,0,?
72,4,5,7,0,0,?
51,2,1,7,0,0,?
40,0,1,3,0,0,?
46,1,1,3,0,0,?
59,2,1,5,0,0,?
61,2,1,5,0,0,?
94,7,5,26,0,0,?
82,8,3,16,0,0,?
52,2,1,5,0,0,?
51,2,1,5,0,0,?
69,2,2,8,0,0,?
66,4,1,8,0,0,?
63,0,2,4,0,0,?
50,1,4,4,0,1,?
49,1,4,4,0,1,?
75,3,7,4,0,1,?
31,0,0,0,0,0,?
46,1,1,3,0,0,?
109,12,6,25,0,0,?
77,4,4,8,0,0,?
417,16,18,135,0,0,?
33,0,0,0,0,0,?
45,1,1,3,0,0,?
159,14,6,41,0,0,?
55,3,4,0,0,0,?
227,28,20,116,0,0,?
30,0,1,0,0,0,?
46,1,1,3,0,0,?
117,12,7,34,0,0,?
40,0,1,3,0,0,?
29,0,0,0,0,0,?
84,3,3,19,0,0,?
141,12,8,47,0,0,?
148,8,8,46,0,0,?
96,9,3,32,0,0,?
69,2,2,7,0,0,?
28,0,0,0,0,0,?
29,0,0,0,0,0,?
41,1,2,1,0,0,?
55,2,4,0,0,0,?
69,2,2,7,0,0,?
89,6,3,18,0,0,?
75,5,2,12,0,0,?
29,0,0,0,0,0,?
28,0,0,0,0,0,?
47,2,2,4,0,0,?
95,7,3,22,0,0,?
68,2,2,7,0,0,?
51,2,4,0,0,0,?
28,0,0,0,0,0,?
41,1,2,2,0,0,?
46,1,1,3,0,0,?
29,0,0,0,0,0,?
43,1,2,0,0,0,?
75,5,2,20,0,0,?
52,2,1,6,0,0,?
93,5,5,19,0,0,?
48,3,3,0,0,0,?
28,0,0,0,0,0,?
46,1,1,3,0,0,?
40,0,1,3,0,0,?
29,0,0,0,0,0,?
46,1,1,3,0,0,?
53,3,1,10,0,0,?
29,0,0,0,0,0,?
28,0,0,0,0,0,?
40,1,2,1,0,0,?
29,0,0,0,0,0,?
46,1,1,3,0,0,?
64,4,2,11,0,0,?
49,2,4,0,0,0,?
33,0,0,0,0,0,?
64,2,2,5,0,0,?
108,5,6,26,0,0,?
70,2,3,15,0,0,?
72,2,3,19,0,0,?
102,4,6,30,0,0,?
113,5,6,37,0,0,?
30,0,0,0,0,0,?
82,3,3,26,0,0,?
54,3,2,2,0,0,?
41,2,1,6,0,0,?
84,3,3,8,0,1,?
73,1,6,6,0,0,?
37,1,1,2,0,0,?
110,0,0,0,0,0,?
20,0,0,0,0,0,?
43,0,0,0,0,0,?
50,0,0,0,0,0,?
20,0,0,0,0,0,?
97,0,0,0,0,0,?
148,10,6,30,0,3,?
40,0,1,0,0,0,?
161,0,0,0,0,0,?
53,0,0,0,0,0,?
81,3,3,8,0,1,?
70,0,4,5,0,2,?
47,1,2,2,0,0,?
37,0,0,0,0,0,?
50,1,2,4,0,2,?
124,4,8,13,0,0,?
72,1,3,2,0,0,?
147,9,9,20,0,6,?
338,20,31,44,0,10,?
66,1,3,3,0,0,?
50,1,2,4,0,1,?
45,0,0,0,0,0,?
20,0,0,0,0,0,?
81,4,5,10,0,2,?
44,0,0,0,0,0,?
39,0,1,0,0,0,?
81,2,2,8,0,0,?
147,0,0,0,0,0,?
54,0,0,0,0,0,?
47,1,2,2,0,0,?
40,0,1,1,0,0,?
118,6,6,19,0,1,?
20,0,0,0,0,0,?
37,1,1,2,0,0,?
129,4,9,22,0,1,?
97,4,6,13,0,1,?
138,0,0,0,0,0,?
54,0,0,0,0,0,?
60,0,0,0,0,0,?
45,0,1,1,0,0,?
20,0,0,0,0,0,?
49,2,2,4,0,0,?
76,1,4,8,0,1,?
72,1,6,6,0,0,?
37,1,1,2,0,0,?
207,14,15,31,0,5,?
119,0,0,0,0,0,?
84,0,0,0,0,0,?
20,0,0,0,0,0,?
44,0,0,0,0,0,?
55,0,0,0,0,0,?
37,1,1,2,0,0,?
85,3,6,8,0,0,?
112,0,0,0,0,0,?
44,0,0,0,0,0,?
200,6,12,25,0,5,?
20,0,0,0,0,0,?
42,0,0,0,0,0,?
135,6,8,36,0,6,?
220,18,18,65,1,15,?
42,1,1,0,0,0,?
73,0,0,0,0,0,?
20,0,0,0,0,0,?
50,0,0,0,0,0,?
47,0,1,0,0,0,?
243,5,16,35,0,0,?
130,0,0,0,0,0,?
72,1,6,6,0,0,?
45,0,0,0,0,0,?
37,1,1,2,0,0,?
42,0,0,0,0,0,?
20,0,0,0,0,0,?
158,7,13,42,0,7,?
52,0,0,0,0,0,?
52,2,1,3,0,1,?
114,3,6,17,0,1,?
123,4,9,21,0,3,?
21,0,0,0,0,0,?
43,0,0,0,0,0,?
73,1,6,6,0,0,?
110,0,0,0,0,0,?
37,1,1,2,0,0,?
20,0,0,0,0,0,?
73,1,6,6,0,0,?
37,1,1,2,0,0,?
43,0,0,0,0,0,?
103,0,0,0,0,0,?
20,0,0,0,0,0,?
37,1,1,2,0,0,?
73,1,6,6,0,0,?
44,0,0,0,0,0,?
106,0,0,0,0,0,?
20,0,0,0,0,0,?
37,1,1,2,0,0,?
103,0,0,0,0,0,?
44,0,0,0,0,0,?
20,0,0,0,0,0,?
73,1,6,6,0,0,?
44,0,0,0,0,0,?
37,1,1,2,0,0,?
107,0,0,0,0,0,?
73,1,6,6,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
41,0,1,0,0,0,?
41,0,1,0,0,0,?
41,0,1,0,0,0,?
71,3,6,0,0,0,?
68,6,4,11,0,2,?
93,3,7,16,0,4,?
137,6,6,15,0,0,?
67,6,3,13,0,1,?
86,0,0,0,0,0,?
52,6,2,11,0,0,?
20,0,0,0,0,0,?
51,3,1,9,0,1,?
102,5,6,27,0,0,?
148,17,8,40,0,0,?
334,34,34,196,0,0,?
85,7,3,40,0,0,?
53,2,1,7,0,0,?
173,12,11,42,0,0,?
188,7,8,40,0,0,?
109,4,4,22,0,0,?
147,7,10,49,0,0,?
178,14,10,75,1,0,?
190,7,11,54,0,0,?
149,5,8,32,0,0,?
132,12,7,62,1,0,?
46,0,3,0,0,0,?
136,20,7,70,2,0,?
140,15,8,72,1,0,?
157,10,10,43,0,0,?
50,3,3,12,0,0,?
57,5,2,15,0,0,?
74,4,4,16,0,0,?
331,29,25,167,0,1,?
52,5,1,12,0,0,?
144,10,12,40,0,0,?
106,10,6,33,0,0,?
130,7,9,38,0,0,?
91,8,8,53,0,0,?
76,4,4,19,0,0,?
64,3,3,12,0,0,?
201,15,10,66,0,0,?
79,2,4,11,0,0,?
62,4,4,16,0,0,?
174,16,12,57,0,3,?
40,3,1,5,0,0,?
154,13,11,44,0,0,?
44,3,1,19,0,0,?
73,5,5,24,0,0,?
53,2,1,45,0,0,?
152,13,11,43,0,0,?
172,14,12,55,0,1,?
42,3,1,5,0,0,?
146,14,10,43,0,0,?
86,7,7,28,0,0,?
47,2,1,29,0,0,?
146,14,10,43,0,0,?
66,3,5,18,0,0,?
41,3,1,9,0,0,?
39,2,1,8,0,0,?
145,14,10,43,0,0,?
45,2,1,28,0,0,?
147,14,10,43,0,0,?
116,5,8,26,0,0,?
37,2,1,8,0,0,?
66,3,5,18,0,0,?
145,14,10,43,0,0,?
44,2,1,13,0,0,?
44,0,2,24,0,0,?
83,6,8,42,0,0,?
39,1,1,5,0,0,?
164,14,12,51,0,1,?
42,3,1,13,0,0,?
43,2,1,14,0,0,?
157,13,12,47,0,0,?
75,4,6,25,0,0,?
180,15,13,58,0,2,?
41,3,1,5,0,0,?
39,2,1,8,0,0,?
207,11,16,65,0,0,?
152,13,11,43,0,0,?
51,3,1,52,0,0,?
152,13,11,43,0,0,?
46,2,1,36,0,0,?
45,2,1,32,0,0,?
172,15,12,56,0,1,?
50,2,1,5,0,0,?
129,12,8,57,0,0,?
70,3,3,13,0,0,?
53,3,2,10,0,0,?
122,8,9,31,0,0,?
73,4,4,15,0,0,?
80,4,5,15,0,0,?
189,9,16,75,0,0,?
143,11,7,49,0,0,?
116,6,6,12,0,0,?
334,42,33,181,0,5,?
134,15,7,45,0,0,?
224,14,18,85,0,0,?
310,31,31,163,0,2,?
65,3,2,13,0,0,?
60,3,2,13,0,0,?
58,3,2,12,0,0,?
84,2,7,15,0,0,?
108,8,6,13,0,0,?
93,5,6,22,0,0,?
229,9,18,66,0,0,?
61,4,3,13,0,0,?
74,5,3,13,0,0,?
90,3,4,18,0,0,?
61,4,4,29,0,0,?
123,4,5,21,0,0,?
74,5,2,17,0,0,?
179,9,13,30,0,2,?
271,38,14,142,1,1,?
317,16,28,153,0,0,?
332,46,16,145,0,1,?
219,22,14,124,0,0,?
70,3,1,10,0,0,?
164,19,10,94,0,0,?
83,8,4,19,0,1,?
91,0,10,36,0,0,?
281,48,15,194,0,0,?
70,3,1,11,0,0,?
353,52,14,233,1,1,?
391,52,19,173,0,1,?
176,21,10,136,0,0,?
308,15,24,184,0,0,?
141,24,11,83,0,0,?
52,3,2,14,0,0,?
54,0,4,24,0,0,?
73,3,3,13,0,0,?
70,5,3,18,0,0,?
443,69,31,289,0,0,?
129,13,5,75,0,0,?
141,12,10,49,0,0,?
253,38,15,184,0,0,?
51,3,2,9,0,0,?
52,3,2,9,0,0,?
57,3,2,11,0,0,?
110,9,5,30,0,0,?
57,3,2,11,0,0,?
137,8,7,45,0,0,?
85,7,5,34,0,0,?
219,20,17,80,0,2,?
58,4,3,14,0,0,?
81,6,4,26,0,0,?
90,4,4,28,0,0,?
51,3,2,9,0,0,?
172,1,15,28,0,0,?
54,3,2,9,0,0,?
72,3,3,12,0,0,?
74,3,3,14,0,0,?
133,7,3,59,0,0,?
98,1,4,50,0,0,?
119,0,4,54,0,0,?
63,1,2,11,0,0,?
123,3,6,53,0,0,?
71,0,4,15,0,0,?
143,12,6,35,0,2,?
114,0,7,32,0,0,?
104,1,3,46,0,0,?
82,3,4,10,0,0,?
71,2,3,8,0,0,?
203,0,2,111,0,0,?
174,8,8,73,0,0,?
245,7,10,114,0,0,?
128,6,2,78,0,0,?
63,3,2,5,0,0,?
148,8,6,87,0,0,?
130,2,7,47,0,0,?
65,0,3,15,0,0,?
122,2,5,64,0,0,?
73,0,2,21,0,0,?
116,4,4,46,0,0,?
215,8,9,95,0,0,?
91,2,3,36,0,0,?
108,4,3,53,0,0,?
79,3,4,13,0,0,?
67,4,4,24,0,0,?
61,4,4,19,0,0,?
164,15,8,47,0,1,?
96,8,5,20,0,0,?
149,13,11,71,0,0,?
60,4,3,9,0,0,?
274,14,23,66,0,0,?
179,4,18,92,0,0,?
51,3,2,9,0,0,?
96,3,3,5,0,0,?
59,3,2,11,0,0,?
66,3,2,13,0,0,?
199,1,14,110,0,0,?
93,2,3,15,0,0,?
98,2,4,22,0,0,?
213,6,11,58,0,0,?
218,14,9,176,0,2,?
186,1,13,105,0,0,?
61,2,1,12,0,0,?
125,5,4,31,0,0,?
108,4,4,24,0,0,?
99,3,4,15,0,0,?
141,7,8,32,0,0,?
136,4,6,28,0,0,?
123,7,8,27,0,1,?
58,3,2,11,0,0,?
97,10,5,33,0,0,?
75,4,4,15,0,0,?
93,4,4,23,0,0,?
72,3,3,14,0,0,?
72,3,3,14,0,0,?
66,3,3,11,0,0,?
67,3,3,11,0,0,?
67,1,2,1,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
44,0,1,0,0,0,?
86,6,5,15,0,1,?
45,1,1,6,0,1,?
52,0,1,0,0,0,?
238,17,23,0,0,0,?
96,6,6,15,0,1,?
43,0,0,0,0,0,?
20,0,0,0,0,0,?
90,0,4,0,0,0,?
111,5,5,14,0,0,?
20,0,0,0,0,0,?
71,0,4,0,0,0,?
104,1,8,9,0,6,?
140,11,10,61,0,5,?
101,6,4,14,0,0,?
20,0,0,0,0,0,?
50,0,1,0,0,0,?
20,0,0,0,0,0,?
52,0,1,0,0,0,?
20,0,0,0,0,0,?
83,3,4,14,0,0,?
20,0,0,0,0,0,?
61,1,3,3,0,0,?
55,0,2,3,0,0,?
20,0,0,0,0,0,?
68,3,2,8,0,0,?
76,1,2,5,0,1,?
94,5,6,13,0,3,?
20,0,0,0,0,0,?
54,0,1,0,0,0,?
69,0,3,0,0,0,?
39,0,0,0,0,0,?
83,5,4,10,0,2,?
137,6,7,20,0,2,?
20,0,0,0,0,0,?
80,2,2,8,0,1,?
59,3,2,6,0,1,?
54,0,1,1,0,0,?
69,1,4,3,0,0,?
88,3,4,10,0,1,?
20,0,0,0,0,0,?
42,0,1,0,0,0,?
66,0,3,0,0,0,?
85,4,8,0,0,0,?
66,0,2,0,0,0,?
57,0,5,4,0,0,?
20,0,0,0,0,0,?
105,5,10,1,0,0,?
65,0,2,0,0,0,?
20,0,0,0,0,0,?
62,0,6,4,0,0,?
96,0,12,11,0,0,?
183,11,22,0,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
90,4,8,1,0,0,?
53,0,4,4,0,0,?
67,0,2,0,0,0,?
20,0,0,0,0,0,?
73,0,8,7,0,0,?
66,0,2,0,0,0,?
123,7,14,0,0,0,?
20,0,0,0,0,0,?
66,0,2,0,0,0,?
51,0,4,3,0,0,?
103,5,10,1,0,0,?
20,0,0,0,0,0,?
65,0,2,0,0,0,?
59,2,4,1,0,0,?
53,0,4,2,0,0,?
20,0,0,0,0,0,?
72,0,3,0,0,0,?
82,0,9,7,0,0,?
20,0,0,0,0,0,?
128,7,14,1,0,0,?
54,0,4,2,0,0,?
63,2,4,1,0,0,?
64,0,2,0,0,0,?
20,0,0,0,0,0,?
50,0,4,3,0,0,?
66,0,2,0,0,0,?
20,0,0,0,0,0,?
70,3,6,0,0,0,?
78,0,9,6,0,0,?
57,2,2,3,0,0,?
111,6,12,3,0,0,?
20,0,0,0,0,0,?
100,5,10,0,0,0,?
66,0,2,0,0,0,?
20,0,0,0,0,0,?
62,0,6,5,0,0,?
66,0,2,0,0,0,?
67,0,7,7,0,0,?
104,5,10,2,0,0,?
20,0,0,0,0,0,?
67,0,2,0,0,0,?
72,3,6,0,0,0,?
52,0,4,3,0,0,?
20,0,0,0,0,0,?
54,0,4,2,0,0,?
140,8,6,8,0,0,?
162,9,18,2,0,0,?
20,0,0,0,0,0,?
126,7,14,3,0,0,?
109,0,15,13,0,0,?
66,0,2,0,0,0,?
20,0,0,0,0,0,?
154,9,18,1,0,0,?
93,0,11,9,0,0,?
66,0,2,0,0,0,?
20,0,0,0,0,0,?
141,8,16,1,0,0,?
66,0,2,0,0,0,?
87,0,10,8,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
65,1,2,1,0,0,?
20,0,0,0,0,0,?
58,3,2,2,0,1,?
45,1,2,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
42,0,1,0,0,0,?
47,0,1,0,0,0,?
84,0,4,2,0,0,?
53,1,2,1,0,0,?
20,0,0,0,0,0,?
65,0,2,1,0,0,?
20,0,0,0,0,0,?
48,0,1,3,0,0,?
20,0,0,0,0,0,?
55,0,0,0,0,0,?
49,0,1,10,0,0,?
316,19,26,56,0,6,?
20,0,0,0,0,0,?
65,0,1,12,0,0,?
281,13,24,47,0,6,?
20,0,0,0,0,0,?
71,1,2,1,0,0,?
69,1,2,1,0,0,?
20,0,0,0,0,0,?
66,1,2,2,0,0,?
20,0,0,0,0,0,?
91,5,4,18,0,2,?
87,6,6,20,0,3,?
70,4,2,14,0,2,?
53,1,2,2,0,0,?
69,0,3,0,0,0,?
165,2,11,13,0,2,?
35,0,1,0,0,0,?
66,4,2,7,0,2,?
102,1,7,4,0,0,?
20,0,0,0,0,0,?
69,3,3,4,0,0,?
20,0,0,0,0,0,?
45,0,1,0,0,0,?
74,0,3,2,0,0,?
88,5,4,16,0,2,?
20,0,0,0,0,0,?
74,6,2,17,0,4,?
42,0,0,0,0,0,?
156,14,11,26,0,1,?
31,0,0,0,0,0,?
45,0,0,0,0,0,?
225,8,15,29,0,8,?
118,7,7,27,0,1,?
130,5,10,6,0,1,?
60,2,2,5,0,1,?
45,0,0,0,0,0,?
20,0,0,0,0,0,?
41,0,1,0,0,0,?
57,0,0,0,0,0,?
