@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
44,2,1,8,0,0,?
121,9,7,22,0,3,?
376,28,30,264,0,2,?
132,18,7,38,0,0,?
328,21,26,219,0,0,?
55,5,2,16,0,0,?
54,5,2,17,0,0,?
44,1,1,4,0,0,?
164,15,18,68,0,0,?
98,2,8,32,0,0,?
35,0,1,3,0,0,?
201,15,14,118,0,0,?
85,5,7,15,0,2,?
70,8,2,24,0,0,?
127,17,5,58,0,0,?
50,4,2,10,0,0,?
138,14,14,53,0,0,?
50,4,2,10,0,0,?
215,7,21,86,0,1,?
531,64,39,369,0,2,?
82,15,7,21,0,0,?
96,14,5,43,0,0,?
196,7,20,94,0,0,?
69,1,6,9,0,0,?
39,1,1,3,0,0,?
56,1,2,8,0,0,?
288,4,26,346,0,0,?
66,5,4,11,0,0,?
116,14,8,25,0,1,?
53,2,2,12,0,1,?
75,4,5,16,0,0,?
60,3,2,17,0,2,?
139,17,9,34,0,2,?
119,14,8,29,0,1,?
61,5,4,6,0,0,?
125,1,13,95,0,0,?
89,3,6,36,0,1,?
76,6,5,8,0,0,?
96,6,7,17,0,1,?
88,3,6,36,0,1,?
180,27,12,52,0,2,?
76,4,5,16,0,0,?
129,5,8,46,0,0,?
167,1,17,182,0,0,?
43,2,3,0,0,0,?
210,28,20,114,0,0,?
60,2,2,8,0,0,?
45,4,1,5,0,0,?
124,11,8,29,0,1,?
281,46,19,91,7,8,?
50,1,2,0,0,0,?
44,0,1,0,0,0,?
41,1,1,1,0,0,?
177,4,17,22,0,2,?
85,3,5,8,0,0,?
40,1,1,1,0,0,?
157,4,14,20,0,2,?
20,0,0,0,0,0,?
428,22,40,48,0,2,?
58,1,3,5,0,1,?
114,9,8,27,0,1,?
41,1,1,1,0,0,?
57,1,3,5,0,1,?
40,1,1,1,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
1327,74,80,237,0,51,?
46,0,0,0,0,0,?
125,7,7,12,0,3,?
35,0,1,0,0,0,?
659,19,43,93,0,5,?
20,0,0,0,0,0,?
110,7,4,15,0,5,?
55,1,2,6,0,0,?
127,10,8,25,0,2,?
892,86,64,238,0,44,?
23,0,0,0,0,0,?
146,9,9,30,0,1,?
61,0,1,0,0,0,?
21,0,0,0,0,0,?
53,0,4,1,0,0,?
263,19,17,33,0,8,?
75,3,5,8,0,1,?
41,0,1,0,0,0,?
69,3,4,15,0,0,?
134,11,9,35,0,3,?
52,0,0,0,0,0,?
283,22,23,46,0,10,?
110,9,9,28,2,4,?
79,4,7,9,0,1,?
84,6,6,15,0,3,?
79,0,5,3,0,0,?
86,0,5,0,0,0,?
70,0,1,3,0,1,?
104,11,7,9,0,3,?
112,2,9,11,0,0,?
77,2,5,8,0,2,?
912,91,58,174,8,64,?
134,8,9,26,0,7,?
115,6,10,15,0,4,?
78,3,4,1,0,0,?
157,5,9,23,0,4,?
58,2,4,9,0,1,?
219,13,20,41,0,12,?
76,2,4,1,0,0,?
56,3,1,5,0,1,?
55,2,4,1,0,1,?
54,0,4,5,0,0,?
77,2,7,23,0,0,?
22,0,0,0,0,0,?
58,1,2,0,0,0,?
77,0,0,0,0,0,?
104,4,6,14,0,2,?
49,0,0,0,0,0,?
43,0,0,0,0,0,?
132,12,7,17,0,3,?
123,15,7,24,0,5,?
64,2,3,9,0,1,?
82,6,4,15,0,5,?
112,8,8,15,0,3,?
58,0,3,1,0,1,?
47,0,3,3,0,0,?
21,0,0,0,0,0,?
53,0,2,1,0,0,?
330,32,27,84,0,19,?
59,4,3,11,1,1,?
266,14,20,51,1,12,?
43,0,1,0,0,0,?
169,13,10,45,1,7,?
496,38,38,106,0,18,?
44,2,1,0,0,0,?
120,5,9,4,0,2,?
73,1,6,5,0,0,?
227,28,16,86,2,12,?
85,4,6,8,0,0,?
167,2,12,13,0,6,?
58,0,4,0,0,0,?
85,3,6,7,0,3,?
265,16,20,43,0,5,?
93,1,4,0,0,0,?
57,4,3,12,0,0,?
100,6,6,25,0,2,?
63,6,3,12,1,1,?
37,0,1,0,0,0,?
20,0,0,0,0,0,?
118,11,8,31,0,6,?
135,4,11,21,0,3,?
61,1,4,7,0,2,?
58,3,3,9,0,1,?
20,0,0,0,0,0,?
172,12,12,39,0,10,?
44,1,0,0,0,0,?
23,0,0,0,0,0,?
374,20,27,43,0,7,?
82,4,2,11,0,2,?
225,13,16,42,0,11,?
56,1,2,0,0,0,?
57,1,2,0,0,0,?
45,1,3,1,0,0,?
65,2,3,0,0,0,?
56,1,2,0,0,0,?
54,1,2,0,0,0,?
57,1,2,0,0,0,?
143,5,10,19,0,3,?
47,0,1,0,0,0,?
21,0,0,0,0,0,?
85,4,4,13,0,5,?
415,35,27,101,0,23,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
87,2,4,6,0,2,?
95,6,8,16,0,1,?
91,0,7,0,0,0,?
443,28,28,64,0,9,?
20,0,0,0,0,0,?
145,14,11,41,0,1,?
108,3,9,13,0,2,?
98,5,6,9,0,3,?
20,0,0,0,0,0,?
100,5,6,9,0,3,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
135,7,7,29,0,3,?
124,5,10,21,0,1,?
74,0,5,0,0,0,?
86,8,6,11,0,2,?
330,32,20,81,0,12,?
79,3,4,27,0,1,?
275,12,18,41,0,4,?
397,24,23,57,0,14,?
55,1,2,0,0,0,?
214,4,11,21,0,2,?
57,3,3,3,0,0,?
21,0,0,0,0,0,?
138,3,9,14,1,0,?
91,10,4,28,0,2,?
162,7,12,17,0,1,?
116,6,7,16,0,2,?
49,1,2,5,0,0,?
86,3,7,1,0,0,?
127,0,11,0,0,0,?
148,3,10,36,0,5,?
46,0,1,0,0,0,?
352,17,34,66,0,12,?
233,13,24,2,0,0,?
64,2,4,12,0,3,?
20,0,0,0,0,0,?
155,12,12,42,0,11,?
54,0,0,0,0,0,?
89,2,4,2,0,0,?
81,0,0,0,0,0,?
208,9,11,34,0,6,?
35,0,1,0,0,0,?
84,3,5,2,0,1,?
386,24,28,84,0,22,?
20,0,0,0,0,0,?
148,3,8,16,0,1,?
103,4,7,6,0,1,?
78,3,5,7,0,0,?
98,5,6,14,0,2,?
20,0,0,0,0,0,?
106,2,6,5,0,0,?
53,0,1,0,0,0,?
138,5,10,13,0,2,?
36,1,0,0,0,0,?
47,1,2,0,0,0,?
51,2,2,0,0,0,?
58,2,2,3,0,0,?
46,1,2,0,0,0,?
51,2,2,0,0,0,?
20,0,0,0,0,0,?
219,9,15,21,0,3,?
212,10,14,48,0,11,?
52,0,2,0,0,0,?
37,0,1,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
80,3,4,25,0,2,?
96,4,5,19,0,3,?
39,0,1,0,0,0,?
47,0,2,0,0,0,?
151,12,8,35,1,7,?
62,0,4,1,0,0,?
21,0,0,0,0,0,?
78,3,5,7,0,0,?
121,9,7,28,0,3,?
21,0,0,0,0,0,?
30,0,0,0,0,0,?
217,4,11,22,0,2,?
67,2,5,2,0,0,?
30,0,0,0,0,0,?
46,1,2,0,0,0,?
29,0,0,0,0,0,?
64,0,4,0,0,0,?
326,11,19,49,0,11,?
33,0,0,0,0,0,?
21,0,0,0,0,0,?
249,10,22,27,0,8,?
38,0,2,0,0,0,?
30,0,0,0,0,0,?
20,0,0,0,0,0,?
43,0,1,0,0,0,?
20,0,0,0,0,0,?
40,0,1,0,0,0,?
35,1,0,0,0,0,?
51,2,2,0,0,0,?
162,9,10,41,0,10,?
31,0,0,0,0,0,?
59,0,3,0,0,0,?
20,0,0,0,0,0,?
37,0,1,0,0,0,?
20,0,0,0,0,0,?
30,0,0,0,0,0,?
44,0,2,0,0,0,?
43,0,0,0,0,0,?
84,0,8,0,0,0,?
97,3,6,12,0,2,?
258,15,30,0,0,0,?
86,4,8,1,0,0,?
32,0,1,0,0,0,?
41,1,2,0,0,0,?
187,9,20,10,0,0,?
87,2,5,8,0,2,?
388,10,18,197,0,6,?
34,0,1,0,0,0,?
48,0,1,0,0,0,?
34,0,1,0,0,0,?
47,1,2,0,0,0,?
137,7,11,10,0,3,?
50,0,3,0,0,0,?
20,0,0,0,0,0,?
102,3,8,12,0,1,?
65,4,1,11,0,1,?
695,21,42,87,0,14,?
37,0,1,0,0,0,?
20,0,0,0,0,0,?
113,8,6,10,0,3,?
36,0,1,1,0,0,?
126,6,8,25,0,4,?
62,3,3,14,0,3,?
72,3,3,7,0,1,?
49,1,2,0,0,0,?
358,21,27,91,0,6,?
92,7,4,21,0,2,?
360,24,23,113,0,18,?
141,5,12,24,0,6,?
37,0,1,0,0,0,?
139,6,1,86,0,0,?
813,48,67,233,0,22,?
23,0,0,0,0,0,?
167,5,7,68,0,12,?
78,0,6,0,0,0,?
37,0,1,0,0,0,?
179,8,10,34,0,5,?
58,0,4,0,0,0,?
80,3,5,6,0,1,?
618,37,55,184,0,16,?
37,0,1,0,0,0,?
254,10,14,56,0,7,?
227,15,13,83,0,14,?
51,0,4,2,0,0,?
240,16,18,52,0,6,?
103,3,6,16,0,0,?
46,1,1,4,0,1,?
83,3,5,14,0,2,?
23,0,0,0,0,0,?
33,0,0,0,0,0,?
155,13,8,52,0,9,?
136,8,8,24,0,7,?
178,12,13,41,0,6,?
99,15,4,25,0,4,?
22,0,0,0,0,0,?
328,23,29,57,0,10,?
79,3,7,5,0,1,?
37,0,1,0,0,0,?
373,32,23,66,0,20,?
37,0,1,0,0,0,?
74,2,6,5,0,1,?
689,53,63,152,0,20,?
131,6,7,26,0,5,?
154,16,12,26,0,3,?
250,15,19,66,1,12,?
300,26,19,54,0,17,?
117,0,13,0,0,0,?
23,0,0,0,0,0,?
332,22,19,77,0,20,?
64,5,1,10,0,0,?
111,6,5,18,0,4,?
185,11,9,20,0,11,?
140,18,9,43,0,1,?
48,1,2,0,0,0,?
73,1,2,0,0,0,?
32,0,1,0,0,0,?
22,0,0,0,0,0,?
73,1,2,0,0,0,?
170,8,15,20,0,6,?
58,0,4,0,0,0,?
20,0,0,0,0,0,?
36,0,1,0,0,0,?
133,8,9,21,0,7,?
44,0,0,0,0,0,?
107,8,7,20,0,5,?
149,12,13,21,0,2,?
171,5,8,15,0,3,?
37,0,1,0,0,0,?
37,0,0,0,0,0,?
42,0,1,0,0,0,?
61,1,6,11,0,0,?
61,3,3,2,0,3,?
74,0,7,12,0,0,?
62,2,2,3,0,1,?
61,0,6,10,0,0,?
38,0,1,0,0,0,?
82,0,6,0,0,0,?
20,0,0,0,0,0,?
306,6,20,28,0,4,?
20,0,0,0,0,0,?
146,11,9,49,0,11,?
103,7,6,7,0,2,?
215,22,15,30,0,6,?
61,2,3,2,0,2,?
160,14,12,27,0,5,?
273,19,21,60,1,16,?
53,0,2,0,0,0,?
20,0,0,0,0,0,?
63,4,2,9,1,2,?
64,3,3,8,0,2,?
51,0,1,0,0,0,?
103,2,8,12,0,1,?
129,6,9,21,0,5,?
146,7,13,16,0,1,?
20,0,0,0,0,0,?
175,17,13,42,1,6,?
141,12,10,40,1,3,?
47,1,2,3,0,1,?
131,6,10,19,0,6,?
91,3,5,8,0,1,?
20,0,0,0,0,0,?
47,1,2,2,0,0,?
62,5,2,7,0,0,?
159,13,8,43,0,14,?
45,2,2,4,0,0,?
67,1,4,9,0,2,?
50,0,1,3,0,3,?
80,3,5,6,0,1,?
50,0,2,0,0,0,?
36,0,2,0,0,0,?
22,0,0,0,0,0,?
98,2,6,4,0,1,?
20,0,0,0,0,0,?
91,4,9,8,0,0,?
97,6,3,8,0,4,?
100,0,6,6,0,2,?
243,23,10,42,0,12,?
20,0,0,0,0,0,?
64,0,1,0,0,0,?
174,6,11,23,0,1,?
36,0,1,0,0,0,?
291,11,17,37,0,1,?
37,0,1,0,0,0,?
20,0,0,0,0,0,?
72,1,4,8,0,2,?
34,0,1,0,0,0,?
138,9,8,25,0,4,?
71,3,4,0,0,0,?
37,0,1,0,0,0,?
61,2,2,28,0,3,?
101,4,5,26,0,4,?
50,1,1,2,0,1,?
66,2,4,20,0,1,?
179,18,14,39,1,13,?
113,10,6,46,0,6,?
168,14,13,55,0,6,?
63,3,2,12,0,1,?
114,9,5,35,0,5,?
121,11,9,29,0,5,?
42,0,1,2,0,0,?
66,4,3,19,0,1,?
44,0,1,2,0,0,?
119,5,6,51,0,9,?
20,0,0,0,0,0,?
55,3,2,8,0,0,?
23,0,0,0,0,0,?
172,20,12,27,0,6,?
57,2,3,3,0,0,?
43,1,1,5,0,0,?
110,2,9,21,1,3,?
20,0,0,0,0,0,?
245,14,12,19,0,6,?
20,0,0,0,0,0,?
60,0,2,1,0,1,?
82,3,5,4,0,0,?
156,10,12,11,0,6,?
56,1,1,3,0,3,?
127,2,13,12,0,3,?
65,2,5,6,0,2,?
21,0,0,0,0,0,?
35,0,1,0,0,0,?
151,10,13,62,0,7,?
42,0,1,0,0,0,?
100,7,5,14,0,3,?
62,2,2,6,0,1,?
22,0,0,0,0,0,?
43,0,1,0,0,0,?
20,0,0,0,0,0,?
101,4,8,6,0,2,?
534,18,38,70,0,9,?
127,6,9,16,0,5,?
23,0,0,0,0,0,?
54,1,2,9,0,1,?
36,0,1,0,0,0,?
124,7,7,17,0,4,?
141,13,6,19,0,3,?
269,5,30,39,0,2,?
70,1,3,7,0,1,?
288,17,28,85,0,10,?
63,0,3,5,0,1,?
75,1,3,3,0,1,?
140,11,5,30,0,5,?
20,0,0,0,0,0,?
204,9,14,24,0,2,?
85,12,4,22,0,2,?
175,10,13,50,0,5,?
20,0,0,0,0,0,?
28,0,0,0,0,0,?
120,5,10,22,0,4,?
53,1,2,8,0,2,?
37,0,1,0,0,0,?
52,2,2,4,0,0,?
332,25,26,115,0,13,?
167,16,8,49,0,3,?
115,4,10,21,0,5,?
39,0,1,0,0,0,?
79,5,2,18,0,1,?
85,10,4,16,0,4,?
118,8,7,24,1,5,?
20,0,0,0,0,0,?
225,10,21,31,1,7,?
112,7,7,8,0,3,?
48,1,2,0,0,0,?
22,0,0,0,0,0,?
22,0,0,0,0,0,?
44,0,1,0,0,0,?
83,5,3,9,0,1,?
20,0,0,0,0,0,?
45,0,0,0,0,0,?
89,5,5,21,0,2,?
41,0,2,1,0,0,?
51,1,2,4,0,0,?
260,7,20,33,0,4,?
69,2,5,12,0,1,?
61,2,4,5,0,0,?
96,7,7,21,0,2,?
49,1,2,4,0,0,?
86,8,6,17,1,1,?
61,1,4,8,0,1,?
69,1,4,12,0,1,?
48,0,2,2,0,0,?
67,2,5,9,0,1,?
46,0,0,0,0,0,?
46,0,2,2,0,0,?
51,1,0,0,0,0,?
90,5,7,19,0,4,?
20,0,0,0,0,0,?
133,3,7,21,0,3,?
44,0,0,0,0,0,?
62,0,2,3,0,1,?
109,5,6,23,0,4,?
74,0,0,0,0,0,?
138,3,4,23,0,11,?
20,0,0,0,0,0,?
